06082021 00:00|11052021|09|1|1|||SM1|SUPERMEDIA|02147260174||0431068957447|||||||DET|94,99|77,86|94,99|0|0|0|0|0|0|0|0|1||4039784961623|0714695|KARCHER|WD2PREMIUM|1|94,99|0|94,99|77,86|VEN||0|60,85
06082021 00:00|11052021|09|2|2|||SM1|SUPERMEDIA|02147260174|||||||||DET|34,99|28,68|34,99|0|0|0|0|0|0|0|0|1||4250366849195|0589955|GIGASET|E260WHITE|1|34,99|0|34,99|28,68|VEN||0|22,15
06082021 00:00|11052021|09|3|3|||SM1|SUPERMEDIA|02147260174|||||||||DET|32,99|27,04|32,99|0|0|0|0|0|0|0|0|1||4006387074784|0634709|BRITA|MAXTRAPLUS6|1|32,99|0|32,99|27,04|VEN||0|18,05
06082021 00:00|11052021|10|4|4|||SM1|SUPERMEDIA|02147260174||0431063875166|||||||DET|69,99|57,37|69,99|0|0|0|0|0|0|0|0|1||8003705106581|0070693|ARIETE|CENTRIKA METAL 173|1|69,99|0|69,99|57,37|VEN||0|44,10
06082021 00:00|11052021|10|5|5|||SM1|SUPERMEDIA|02147260174|||||||||DET|39,99|32,78|39,99|0|0|0|0|0|0|0|0|1||0842776106186|0835145|GOOGLE|CHROMECAST 3|1|39,99|0|39,99|32,78|VEN||0|30,20
06082021 00:00|11052021|10|6|6|||SM1|SUPERMEDIA|02147260174||0431068957454|||||||DET|30,98|25,40|30,98|0|0|0|0|0|0|0|0|1||4002515948903|0901331|MIELE|10795710|1|15,99|0|15,99|13,11|VEN||0|10,65
06082021 00:00|11052021|10|6|6|||SM1|SUPERMEDIA|02147260174||0431068957454|||||||DET|30,98|25,40|30,98|0|0|0|0|0|0|0|0|2||4002516338628|1049646|MIELE|ULTRAPHAS1|1|14,99|0|14,99|12,29|VEN||0|10,65
06082021 00:00|11052021|10|8|7|||SM1|SUPERMEDIA|02147260174|||||||||DET|9,99|8,19|9,99|0|0|0|0|0|0|0|0|1||8018080270413|0585147|CELLULAR LINE|USBDATACUSBA-CW|1|9,99|0|9,99|8,19|VEN||0|5,33
06082021 00:00|11052021|10|9|8|||SM1|SUPERMEDIA|02147260174||0439001491317|||||||DET|22,58|18,51|22,58|0|0|0|0|0|0|0|0|1||8018080203237|0446958|CELLULAR LINE|MICROCBRUSBDUAL2A|1|16,99|0|16,99|13,93|VEN||0|8,59
06082021 00:00|11052021|10|9|8|||SM1|SUPERMEDIA|02147260174||0439001491317|||||||DET|22,58|18,51|22,58|0|0|0|0|0|0|0|0|2||8718696454770|0591559|PHILIPS|LEDOL40CL|1|5,59|0|5,59|4,58|VEN||0|4,15
06082021 00:00|11052021|10|10|9|||SM1|SUPERMEDIA|02147260174||0431063876767|||||||DET|189,89|155,65|189,89|0|0|0|0|0|0|0|0|1||4211125708405|0570171|BEURER|KS54|1|29,99|0|29,99|24,58|VEN||0|22,73
06082021 00:00|11052021|10|10|9|||SM1|SUPERMEDIA|02147260174||0431063876767|||||||DET|189,89|155,65|189,89|0|0|0|0|0|0|0|0|2||2021500016788|0614865|TRONY||1|-20,00|0|-20,00|-16,39|VEN||0|-15,25
06082021 00:00|11052021|10|10|9|||SM1|SUPERMEDIA|02147260174||0431063876767|||||||DET|189,89|155,65|189,89|0|0|0|0|0|0|0|0|3||5025232891948|0944170|PANASONIC|MJ-L501WXE|1|179,90|0|179,90|147,46|VEN||0|131,85
06082021 00:00|11052021|10|12|11|||SM1|SUPERMEDIA|02147260174|||||||||DET|4,99|4,09|4,99|0|0|0|0|0|0|0|0|1||8012199419381|0038257|BTICINO|S2151|1|4,99|0|4,99|4,09|VEN||0|2,31
06082021 00:00|11052021|10|15|12|||SM1|SUPERMEDIA|02147260174||0431068957317|||||||DET|34,99|28,68|34,99|0|0|0|0|0|0|0|0|1||5099206039186|0384104|LOGITECH|920-004512|1|34,99|0|34,99|28,68|VEN||0|21,50
06082021 00:00|11052021|11|16|13|||SM1|SUPERMEDIA|02147260174|||||||||DET|15,00|15,00|15,00|0|0|0|0|0|0|0|0|1||4251404531140|1038426|EURONET|15 EURO|1|15,00|0|15,00|15,00|VEN||0|14,10
06082021 00:00|11052021|11|18|14|||SM1|SUPERMEDIA|02147260174||0431068957461|||||||DET|1098,99|900,81|1098,99|0|0|0|0|0|0|0|0|1||8032779837480|0563161|ESTENDO|GRELC+4LAV1000|1|99,99|0|99,99|81,96|VEN||0|55,89
06082021 00:00|11052021|11|18|14|||SM1|SUPERMEDIA|02147260174||0431068957461|||||||DET|1098,99|900,81|1098,99|0|0|0|0|0|0|0|0|2||4002516356431|1017047|MIELE|G5223SCCLST|1|999,00|0|999,00|818,85|VEN||0|651,50
06082021 00:00|11052021|12|20|15|||SM1|SUPERMEDIA|02147260174||0431066168999|||||||DET|499,00|409,02|499,00|0|0|0|0|0|0|0|0|1||8013557618866|0899200|ARGO|MILOPLUS|1|499,00|0|499,00|409,02|VEN||0|331,74
06082021 00:00|11052021|12|21|16|||SM1|SUPERMEDIA|02147260174|||||||||DET|129,90|106,48|129,90|0|0|0|0|0|0|0|0|1||8007411000317|4430019|POLTI|2HP|1|129,90|0|129,90|106,48|VEN||0|100,24
06082021 00:00|11052021|12|22|17|||SM1|SUPERMEDIA|02147260174|||||||||DET|21,98|18,02|21,98|0|0|0|0|0|0|0|0|1||4002515601648|0569897|MIELE|10161260|1|10,99|0|10,99|9,01|VEN||0|7,45
